fdc_id,data_type,description,food_category_id,publication_date
319874,sample_food,"HUMMUS, SABRA CLASSIC",16,01/04/19
319875,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319876,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319877,sub_sample_food,Hummus,16,01/04/19
319878,sub_sample_food,Hummus,16,01/04/19
319879,sample_food,"HUMMUS, SABRA CLASSIC",16,01/04/19
319880,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319881,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319882,sub_sample_food,Hummus,16,01/04/19
319883,sub_sample_food,Hummus,16,01/04/19
319884,sub_sample_food,Hummus,16,01/04/19
319885,sample_food,"HUMMUS, SABRA CLASSIC",16,01/04/19
319886,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319887,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319888,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319889,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319890,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319891,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319892,sub_sample_food,Hummus,16,01/04/19
319893,sub_sample_food,Hummus,16,01/04/19
319894,sample_food,"HUMMUS, OTHER",16,01/04/19
319895,market_acquisition,"HUMMUS, OTHER",16,01/04/19
319896,market_acquisition,"HUMMUS, OTHER",16,01/04/19
319897,market_acquisition,"HUMMUS, OTHER",16,01/04/19
319898,market_acquisition,"HUMMUS, OTHER",16,01/04/19
319899,sub_sample_food,Hummus,16,01/04/19
319900,sub_sample_food,Hummus,16,01/04/19
319901,sample_food,"HUMMUS, SABRA CLASSIC",16,01/04/19
319902,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319903,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319904,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319905,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319906,sub_sample_food,Hummus - NFY12140O,16,01/04/19
319907,sub_sample_food,Hummus - NFY12140P,16,01/04/19
319908,sub_sample_food,Hummus,16,01/04/19
319909,sub_sample_food,Hummus,16,01/04/19
319910,sub_sample_food,Hummus,16,01/04/19
319911,sub_sample_food,Hummus,16,01/04/19
319912,sub_sample_food,Hummus,16,01/04/19
319913,sub_sample_food,Hummus,16,01/04/19
319914,sub_sample_food,Hummus,16,01/04/19
319915,sub_sample_food,Hummus - NFY12140Q,16,01/04/19
319916,sub_sample_food,Hummus - NFY12140R,16,01/04/19
319917,sub_sample_food,Hummus - NFY12140S,16,01/04/19
319918,sub_sample_food,Hummus - NFY12140F,16,01/04/19
319919,sub_sample_food,Hummus - NFY12140G,16,01/04/19
319920,sub_sample_food,"Hummus, Sabra Classic - CA1, IN",16,01/04/19
319921,sample_food,"HUMMUS, SABRA CLASSIC",16,01/04/19
319922,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319923,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319924,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319925,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319926,sub_sample_food,Hummus - NFY12141C,16,01/04/19
319927,sub_sample_food,Hummus - NFY12141D,16,01/04/19
319928,sub_sample_food,Hummus,16,01/04/19
319929,sub_sample_food,Hummus,16,01/04/19
319930,sub_sample_food,Hummus,16,01/04/19
319931,sub_sample_food,Hummus,16,01/04/19
319932,sub_sample_food,Hummus,16,01/04/19
319933,sub_sample_food,Hummus - NFY12141E,16,01/04/19
319934,sub_sample_food,Hummus - NFY12141F,16,01/04/19
319935,sub_sample_food,Hummus - NFY12141G,16,01/04/19
319936,sub_sample_food,Hummus - NFY12141H,16,01/04/19
319937,sub_sample_food,Hummus - NFY121416,16,01/04/19
319938,sub_sample_food,"Hummus, Sabra Classic - GA, NJ",16,01/04/19
319939,sample_food,"HUMMUS, SABRA CLASSIC",16,01/04/19
319940,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319941,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319942,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319943,market_acquisition,"HUMMUS, SABRA CLASSIC",16,01/04/19
319944,sub_sample_food,Hummus - NFY1213ZV,16,01/04/19
319945,sub_sample_food,Hummus - NFY1213ZW,16,01/04/19
319946,sub_sample_food,Hummus,16,01/04/19
319947,sub_sample_food,Hummus,16,01/04/19
319948,sub_sample_food,Hummus,16,01/04/19
319949,sub_sample_food,Hummus,16,01/04/19
319950,sub_sample_food,Hummus,16,01/04/19
319951,sub_sample_food,Hummus - NFY1213ZX,16,01/04/19
319952,sub_sample_food,Hummus - NFY1213ZY,16,01/04/19
319953,sub_sample_food,Hummus - NFY1213ZZ,16,01/04/19
319954,sub_sample_food,Hummus - NFY121400,16,01/04/19
319955,sub_sample_food,Hummus,16,01/04/19
319956,sub_sample_food,Hummus - NFY1213ZP,16,01/04/19
319957,sub_sample_food,"Hummus, Sabra Classic - KY, CA2",16,01/04/19
319958,sample_food,"HUMMUS, TRIBE CLASSIC",16,01/04/19
319959,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,01/04/19
319960,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,01/04/19
319961,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,01/04/19
319962,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,01/04/19
319963,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,01/04/19
319964,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,01/04/19
319965,sub_sample_food,Hummus - NFY12143C,16,01/04/19
319966,sub_sample_food,Hummus - NFY12143D,16,01/04/19
319967,sub_sample_food,Hummus,16,01/04/19
319968,sub_sample_food,Hummus,16,01/04/19
319969,sub_sample_food,Hummus,16,01/04/19
319970,sub_sample_food,Hummus,16,01/04/19
319971,sub_sample_food,Hummus,16,01/04/19
319972,sub_sample_food,Hummus,16,01/04/19
319973,sub_sample_food,Hummus - NFY12143E,16,01/04/19
319974,sub_sample_food,Hummus - NFY12143F,16,01/04/19
319975,sub_sample_food,Hummus - NFY12143G,16,01/04/19
319976,sub_sample_food,Hummus - NFY121435,16,01/04/19
319977,sub_sample_food,"Hummus, Tribe Classic - GA, NJ",16,01/04/19
319978,sample_food,"HUMMUS, OTHER",16,01/04/19
319979,market_acquisition,"HUMMUS, OTHER",16,01/04/19
319980,market_acquisition,"HUMMUS, OTHER",16,01/04/19
319981,sub_sample_food,Hummus,16,01/04/19
319982,sub_sample_food,Hummus,16,01/04/19
319983,sub_sample_food,Hummus,16,01/04/19
319984,sample_food,"HUMMUS, TRIBE CLASSIC",16,01/04/19
319985,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,01/04/19
319986,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,01/04/19
319987,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,01/04/19
319988,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,01/04/19
319989,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,01/04/19
319990,market_acquisition,"HUMMUS, TRIBE CLASSIC",16,01/04/19
319991,sub_sample_food,Hummus - NFY12141W,16,01/04/19
319992,sub_sample_food,Hummus - NFY12141X,16,01/04/19
319993,sub_sample_food,Hummus,16,01/04/19
319994,sub_sample_food,Hummus,16,01/04/19
319995,sub_sample_food,Hummus,16,01/04/19
319996,sub_sample_food,Hummus,16,01/04/19
319997,sub_sample_food,Hummus,16,01/04/19
319998,sub_sample_food,Hummus,16,01/04/19
319999,sub_sample_food,Hummus - NFY12141Y,16,01/04/19
320000,sub_sample_food,Hummus - NFY12141Z,16,01/04/19
320001,sub_sample_food,Hummus - NFY121420,16,01/04/19
320002,sub_sample_food,Hummus - NFY121421,16,01/04/19
320003,sub_sample_food,Hummus - NFY12141P,16,01/04/19
320004,sub_sample_food,"Hummus, Tribe Classic - KY, PA",16,01/04/19
320005,sample_food,"HUMMUS, OTHER",16,01/04/19
320006,market_acquisition,"HUMMUS, OTHER",16,01/04/19
320007,market_acquisition,"HUMMUS, OTHER",16,01/04/19
320008,market_acquisition,"HUMMUS, OTHER",16,01/04/19
320009,market_acquisition,"HUMMUS, OTHER",16,01/04/19
320010,market_acquisition,"HUMMUS, OTHER",16,01/04/19
320011,sub_sample_food,Hummus - NFY12142M,16,01/04/19
320012,sub_sample_food,Hummus - NFY12142N,16,01/04/19
320013,sub_sample_food,Hummus,16,01/04/19
320014,sub_sample_food,Hummus,16,01/04/19
320015,sub_sample_food,Hummus,16,01/04/19
320016,sub_sample_food,Hummus,16,01/04/19
320017,sub_sample_food,Hummus,16,01/04/19
320018,sub_sample_food,Hummus - NFY12142O,16,01/04/19
320019,sub_sample_food,Hummus - NFY12142P,16,01/04/19
320020,sub_sample_food,Hummus - NFY12142Q,16,01/04/19
320021,sub_sample_food,Hummus - NFY12142R,16,01/04/19
320022,sub_sample_food,Hummus - NFY12142G,16,01/04/19
320023,sub_sample_food,"Hummus, Other - AZ, IN",16,01/04/19
320025,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320026,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320027,sub_sample_food,"MILK, 2% ",1,01/04/19
320028,sub_sample_food,"MILK, 2% ",1,01/04/19
320029,sub_sample_food,"MILK, 2% ",1,01/04/19
320030,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320031,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320032,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320033,sub_sample_food,"MILK, 2% ",1,01/04/19
320034,sub_sample_food,"MILK, 2% ",1,01/04/19
320035,sub_sample_food,"MILK, 2% ",1,01/04/19
320036,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320037,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320038,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320039,sub_sample_food,"MILK, 2% ",1,01/04/19
320040,sub_sample_food,"MILK, 2% ",1,01/04/19
320041,sub_sample_food,"MILK, 2% ",1,01/04/19
320042,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320043,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320044,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320045,sub_sample_food,"MILK, 2% ",1,01/04/19
320046,sub_sample_food,"MILK, 2% ",1,01/04/19
320047,sub_sample_food,"MILK, 2% ",1,01/04/19
320048,sub_sample_food,"MILK, 2% ",1,01/04/19
320049,sub_sample_food,"MILK, 2% ",1,01/04/19
320050,sub_sample_food,"MILK, 2% ",1,01/04/19
320051,sub_sample_food,"MILK, 2% ",1,01/04/19
320052,sub_sample_food,"MILK, 2% ",1,01/04/19
320053,sub_sample_food,"MILK, 2% ",1,01/04/19
320054,sub_sample_food,"MILK, 2% ",1,01/04/19
320055,sub_sample_food,"Milk, 2%",1,01/04/19
320056,sub_sample_food,"Milk, 2%",1,01/04/19
320057,sub_sample_food,"Milk, 2%",1,01/04/19
320058,sub_sample_food,"Milk, 2%",1,01/04/19
320059,sub_sample_food,"Milk, 2%",1,01/04/19
320060,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320061,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320062,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320063,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320064,sub_sample_food,"MILK, 2% ",1,01/04/19
320065,sub_sample_food,"MILK, 2% ",1,01/04/19
320066,sub_sample_food,"MILK, 2% ",1,01/04/19
320067,sub_sample_food,"MILK, 2% ",1,01/04/19
320068,sub_sample_food,"MILK, 2% ",1,01/04/19
320069,sub_sample_food,"MILK, 2% ",1,01/04/19
320070,sub_sample_food,"MILK, 2% ",1,01/04/19
320071,sub_sample_food,"MILK, 2% ",1,01/04/19
320072,sub_sample_food,"MILK, 2% ",1,01/04/19
320073,sub_sample_food,"MILK, 2% ",1,01/04/19
320074,sub_sample_food,"MILK, 2% ",1,01/04/19
320075,sub_sample_food,"MILK, 2% ",1,01/04/19
320076,sub_sample_food,"MILK, 2% ",1,01/04/19
320077,sub_sample_food,"Milk, 2%",1,01/04/19
320078,sub_sample_food,"Milk, 2%",1,01/04/19
320079,sub_sample_food,"Milk, 2%",1,01/04/19
320080,sub_sample_food,"Milk, 2%",1,01/04/19
320081,sub_sample_food,"Milk, 2%",1,01/04/19
320082,sub_sample_food,"Milk, 2%",1,01/04/19
320083,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320084,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320085,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320086,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320087,sub_sample_food,"MILK, 2% ",1,01/04/19
320088,sub_sample_food,"MILK, 2% ",1,01/04/19
320089,sub_sample_food,"MILK, 2% ",1,01/04/19
320090,sub_sample_food,"MILK, 2% ",1,01/04/19
320091,sub_sample_food,"MILK, 2% ",1,01/04/19
320092,sub_sample_food,"MILK, 2% ",1,01/04/19
320093,sub_sample_food,"MILK, 2% ",1,01/04/19
320094,sub_sample_food,"MILK, 2% ",1,01/04/19
320095,sub_sample_food,"MILK, 2% ",1,01/04/19
320096,sub_sample_food,"MILK, 2% ",1,01/04/19
320097,sub_sample_food,"Milk, 2%",1,01/04/19
320098,sub_sample_food,"Milk, 2%",1,01/04/19
320099,sub_sample_food,"Milk, 2%",1,01/04/19
320100,sub_sample_food,"Milk, 2%",1,01/04/19
320101,sub_sample_food,"Milk, 2%",1,01/04/19
320102,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320103,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320104,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320105,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320106,sub_sample_food,"MILK, 2% ",1,01/04/19
320107,sub_sample_food,"MILK, 2% ",1,01/04/19
320108,sub_sample_food,"MILK, 2% ",1,01/04/19
320109,sub_sample_food,"MILK, 2% ",1,01/04/19
320110,sub_sample_food,"MILK, 2% ",1,01/04/19
320111,sub_sample_food,"MILK, 2% ",1,01/04/19
320112,sub_sample_food,"MILK, 2% ",1,01/04/19
320113,sub_sample_food,"MILK, 2% ",1,01/04/19
320114,sub_sample_food,"MILK, 2% ",1,01/04/19
320115,sub_sample_food,"MILK, 2% ",1,01/04/19
320116,sub_sample_food,"Milk, 2%",1,01/04/19
320117,sub_sample_food,"Milk, 2%",1,01/04/19
320118,sub_sample_food,"Milk, 2%",1,01/04/19
320119,sub_sample_food,"Milk, 2%",1,01/04/19
320120,sub_sample_food,"Milk, 2%",1,01/04/19
320121,sub_sample_food,"Milk, 2%",1,01/04/19
320122,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320123,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320124,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320125,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320126,sub_sample_food,"MILK, 2% ",1,01/04/19
320127,sub_sample_food,"MILK, 2% ",1,01/04/19
320128,sub_sample_food,"MILK, 2% ",1,01/04/19
320129,sub_sample_food,"MILK, 2% ",1,01/04/19
320130,sub_sample_food,"MILK, 2% ",1,01/04/19
320131,sub_sample_food,"MILK, 2% ",1,01/04/19
320132,sub_sample_food,"MILK, 2% ",1,01/04/19
320133,sub_sample_food,"MILK, 2% ",1,01/04/19
320134,sub_sample_food,"MILK, 2% ",1,01/04/19
320135,sub_sample_food,"MILK, 2% ",1,01/04/19
320136,sub_sample_food,"Milk, 2%",1,01/04/19
320137,sub_sample_food,"Milk, 2%",1,01/04/19
320138,sub_sample_food,"Milk, 2%",1,01/04/19
320139,sub_sample_food,"Milk, 2%",1,01/04/19
320140,sub_sample_food,"Milk, 2%",1,01/04/19
320141,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320142,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320143,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320144,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320145,sub_sample_food,"MILK, 2% ",1,01/04/19
320146,sub_sample_food,"MILK, 2% ",1,01/04/19
320147,sub_sample_food,"MILK, 2% ",1,01/04/19
320148,sub_sample_food,"MILK, 2% ",1,01/04/19
320149,sub_sample_food,"MILK, 2% ",1,01/04/19
320150,sub_sample_food,"MILK, 2% ",1,01/04/19
320151,sub_sample_food,"MILK, 2% ",1,01/04/19
320152,sub_sample_food,"MILK, 2% ",1,01/04/19
320153,sub_sample_food,"MILK, 2% ",1,01/04/19
320154,sub_sample_food,"MILK, 2% ",1,01/04/19
320155,sub_sample_food,"MILK, 2% ",1,01/04/19
320156,sub_sample_food,"MILK, 2% ",1,01/04/19
320157,sub_sample_food,"MILK, 2% ",1,01/04/19
320158,sub_sample_food,"Milk, 2%",1,01/04/19
320159,sub_sample_food,"Milk, 2%",1,01/04/19
320160,sub_sample_food,"Milk, 2%",1,01/04/19
320161,sub_sample_food,"Milk, 2%",1,01/04/19
320162,sub_sample_food,"Milk, 2%",1,01/04/19
320163,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320164,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320165,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320166,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320167,sub_sample_food,"MILK, 2% ",1,01/04/19
320168,sub_sample_food,"MILK, 2% ",1,01/04/19
320169,sub_sample_food,"MILK, 2% ",1,01/04/19
320170,sub_sample_food,"MILK, 2% ",1,01/04/19
320171,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320172,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320173,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320174,sub_sample_food,"MILK, 2% ",1,01/04/19
320175,sub_sample_food,"MILK, 2% ",1,01/04/19
320176,sub_sample_food,"MILK, 2% ",1,01/04/19
320177,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320178,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320179,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320180,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320181,sub_sample_food,"MILK, 2% ",1,01/04/19
320182,sub_sample_food,"MILK, 2% ",1,01/04/19
320183,sub_sample_food,"MILK, 2% ",1,01/04/19
320184,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320185,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320186,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320187,sub_sample_food,"MILK, 2% ",1,01/04/19
320188,sub_sample_food,"MILK, 2% ",1,01/04/19
320189,sub_sample_food,"MILK, 2% ",1,01/04/19
320190,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320191,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320192,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320193,sub_sample_food,"MILK, 2% ",1,01/04/19
320194,sub_sample_food,"MILK, 2% ",1,01/04/19
320195,sub_sample_food,"MILK, 2% ",1,01/04/19
320196,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320197,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320198,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320199,sub_sample_food,"MILK, 2% ",1,01/04/19
320200,sub_sample_food,"MILK, 2% ",1,01/04/19
320201,sub_sample_food,"MILK, 2% ",1,01/04/19
320202,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320203,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320204,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320205,sub_sample_food,"MILK, 2% ",1,01/04/19
320206,sub_sample_food,"MILK, 2% ",1,01/04/19
320207,sub_sample_food,"MILK, 2% ",1,01/04/19
320208,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320209,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320210,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320211,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320212,sub_sample_food,"MILK, 2% ",1,01/04/19
320213,sub_sample_food,"MILK, 2% ",1,01/04/19
320214,sub_sample_food,"MILK, 2% ",1,01/04/19
320215,sub_sample_food,"MILK, 2% ",1,01/04/19
320216,sub_sample_food,"MILK, 2% ",1,01/04/19
320217,sub_sample_food,"MILK, 2% ",1,01/04/19
320218,sub_sample_food,"MILK, 2% ",1,01/04/19
320219,sub_sample_food,"MILK, 2% ",1,01/04/19
320220,sub_sample_food,"MILK, 2% ",1,01/04/19
320221,sub_sample_food,"MILK, 2% ",1,01/04/19
320222,sub_sample_food,"Milk, 2%",1,01/04/19
320223,sub_sample_food,"Milk, 2%",1,01/04/19
320224,sub_sample_food,"Milk, 2%",1,01/04/19
320225,sub_sample_food,"Milk, 2%",1,01/04/19
320226,sub_sample_food,"Milk, 2%",1,01/04/19
320227,sub_sample_food,"Milk, 2%",1,01/04/19
320228,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320229,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320230,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320231,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320232,sub_sample_food,"MILK, 2% ",1,01/04/19
320233,sub_sample_food,"MILK, 2% ",1,01/04/19
320234,sub_sample_food,"MILK, 2% ",1,01/04/19
320235,sub_sample_food,"MILK, 2% ",1,01/04/19
320236,sub_sample_food,"MILK, 2% ",1,01/04/19
320237,sub_sample_food,"MILK, 2% ",1,01/04/19
320238,sub_sample_food,"MILK, 2% ",1,01/04/19
320239,sub_sample_food,"MILK, 2% ",1,01/04/19
320240,sub_sample_food,"MILK, 2% ",1,01/04/19
320241,sub_sample_food,"MILK, 2% ",1,01/04/19
320242,sub_sample_food,"MILK, 2% ",1,01/04/19
320243,sub_sample_food,"MILK, 2% ",1,01/04/19
320244,sub_sample_food,"MILK, 2% ",1,01/04/19
320245,sub_sample_food,"Milk, 2%",1,01/04/19
320246,sub_sample_food,"Milk, 2%",1,01/04/19
320247,sub_sample_food,"Milk, 2%",1,01/04/19
320248,sub_sample_food,"Milk, 2%",1,01/04/19
320249,sub_sample_food,"Milk, 2%",1,01/04/19
320250,sub_sample_food,"Milk, 2%",1,01/04/19
320251,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320252,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320253,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320254,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320255,sub_sample_food,"MILK, 2% ",1,01/04/19
320256,sub_sample_food,"MILK, 2% ",1,01/04/19
320257,sub_sample_food,"MILK, 2% ",1,01/04/19
320258,sub_sample_food,"MILK, 2% ",1,01/04/19
320259,sub_sample_food,"MILK, 2% ",1,01/04/19
320260,sub_sample_food,"MILK, 2% ",1,01/04/19
320261,sub_sample_food,"MILK, 2% ",1,01/04/19
320262,sub_sample_food,"MILK, 2% ",1,01/04/19
320263,sub_sample_food,"MILK, 2% ",1,01/04/19
320264,sub_sample_food,"MILK, 2% ",1,01/04/19
320265,sub_sample_food,"MILK, 2% ",1,01/04/19
320266,sub_sample_food,"MILK, 2% ",1,01/04/19
320267,sub_sample_food,"MILK, 2% ",1,01/04/19
320268,sub_sample_food,"Milk, 2%",1,01/04/19
320269,sub_sample_food,"Milk, 2%",1,01/04/19
320270,sub_sample_food,"Milk, 2%",1,01/04/19
320271,sub_sample_food,"Milk, 2%",1,01/04/19
320272,sub_sample_food,"Milk, 2%",1,01/04/19
320273,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320274,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320275,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320276,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320277,sub_sample_food,"MILK, 2% ",1,01/04/19
320278,sub_sample_food,"MILK, 2% ",1,01/04/19
320279,sub_sample_food,"MILK, 2% ",1,01/04/19
320280,sub_sample_food,"MILK, 2% ",1,01/04/19
320281,sub_sample_food,"MILK, 2% ",1,01/04/19
320282,sub_sample_food,"MILK, 2% ",1,01/04/19
320283,sub_sample_food,"MILK, 2% ",1,01/04/19
320284,sub_sample_food,"MILK, 2% ",1,01/04/19
320285,sub_sample_food,"MILK, 2% ",1,01/04/19
320286,sub_sample_food,"MILK, 2% ",1,01/04/19
320287,sub_sample_food,"MILK, 2% ",1,01/04/19
320288,sub_sample_food,"MILK, 2% ",1,01/04/19
320289,sub_sample_food,"MILK, 2% ",1,01/04/19
320290,sub_sample_food,"Milk, 2%",1,01/04/19
320291,sub_sample_food,"Milk, 2%",1,01/04/19
320292,sub_sample_food,"Milk, 2%",1,01/04/19
320293,sub_sample_food,"Milk, 2%",1,01/04/19
320294,sub_sample_food,"Milk, 2%",1,01/04/19
320295,sub_sample_food,"Milk, 2%",1,01/04/19
320296,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320297,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320298,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320299,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320300,sub_sample_food,"MILK, 2% ",1,01/04/19
320301,sub_sample_food,"MILK, 2% ",1,01/04/19
320302,sub_sample_food,"MILK, 2% ",1,01/04/19
320303,sub_sample_food,"MILK, 2% ",1,01/04/19
320304,sub_sample_food,"MILK, 2% ",1,01/04/19
320305,sub_sample_food,"MILK, 2% ",1,01/04/19
320306,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320307,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320308,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320309,sub_sample_food,"MILK, 2% ",1,01/04/19
320310,sub_sample_food,"MILK, 2% ",1,01/04/19
320311,sub_sample_food,"MILK, 2% ",1,01/04/19
320312,sub_sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320313,sample_food,"MILK, 2% (WAVE 22E)",1,01/04/19
320314,market_acquisition,"MILK, 2% (WAVE 22E)",1,01/04/19
320315,sub_sample_food,"MILK, 2% ",1,01/04/19
320316,sub_sample_food,"MILK, 2% ",1,01/04/19
320317,sub_sample_food,"MILK, 2% ",1,01/04/19
320318,sub_sample_food,"MILK, 2% ",1,01/04/19
320319,sub_sample_food,"MILK, 2% ",1,01/04/19
320320,sub_sample_food,"MILK, 2% ",1,01/04/19
320321,sub_sample_food,"MILK, 2% ",1,01/04/19
320322,sub_sample_food,"MILK, 2% ",1,01/04/19
320323,sub_sample_food,"MILK, 2% ",1,01/04/19
320324,sub_sample_food,"MILK, 2% ",1,01/04/19
320325,sub_sample_food,"Milk, 2%",1,01/04/19
320326,sub_sample_food,"Milk, 2%",1,01/04/19
320327,sub_sample_food,"Milk, 2%",1,01/04/19
320328,sub_sample_food,"Milk, 2%",1,01/04/19
320329,sub_sample_food,"Milk, 2%",1,01/04/19
